,id,date,time,name,size,type,price
1528,2015-000665,2015-01-11,17:42:23,bbq_ckn,M,chicken,16.75
1529,2015-000666,2015-01-11,17:42:25,hawaiian,L,classic,16.5
1530,2015-000667,2015-01-11,18:13:08,pepperoni,S,classic,9.75
1531,2015-000667,2015-01-11,18:13:08,big_meat,S,classic,12
1532,2015-000668,2015-01-11,18:13:12,ital_supr,M,supreme,16.5
1533,2015-000668,2015-01-11,18:13:12,spicy_ital,M,supreme,16.5
1534,2015-000668,2015-01-11,18:13:12,peppr_salami,L,supreme,20.75
1535,2015-000668,2015-01-11,18:13:12,mexicana,L,veggie,20.25
1536,2015-000669,2015-01-11,18:40:44,ital_cpcllo,L,classic,20.5
1537,2015-000669,2015-01-11,18:40:44,mexicana,L,veggie,20.25
1538,2015-000670,2015-01-11,18:46:25,soppressata,M,supreme,16.5
1539,2015-000670,2015-01-11,18:46:25,ital_cpcllo,S,classic,12
1540,2015-000671,2015-01-11,19:18:42,ckn_pesto,S,chicken,12.75
1541,2015-000672,2015-01-11,19:18:46,green_garden,M,veggie,16
1542,2015-000672,2015-01-11,19:18:46,spicy_ital,L,supreme,20.75
1543,2015-000673,2015-01-11,19:28:13,soppressata,L,supreme,20.75
1544,2015-000673,2015-01-11,19:28:13,thai_ckn,M,chicken,16.75
1545,2015-000674,2015-01-11,19:33:05,ckn_pesto,M,chicken,16.75
1546,2015-000674,2015-01-11,19:33:05,mexicana,L,veggie,20.25
1547,2015-000674,2015-01-11,19:33:05,spinach_fet,M,veggie,16
1548,2015-000674,2015-01-11,19:33:05,prsc_argla,S,supreme,12.5
1549,2015-000675,2015-01-11,19:33:19,napolitana,L,classic,20.5
1550,2015-000676,2015-01-11,19:44:57,veggie_veg,M,veggie,16
1551,2015-000676,2015-01-11,19:44:57,mexicana,L,veggie,20.25
1552,2015-000677,2015-01-11,19:51:09,peppr_salami,L,supreme,20.75
1553,2015-000678,2015-01-11,19:52:49,spicy_ital,M,supreme,16.5
1554,2015-000678,2015-01-11,19:52:49,spicy_ital,M,supreme,16.5
1555,2015-000678,2015-01-11,19:52:49,napolitana,M,classic,16
1556,2015-000678,2015-01-11,19:52:49,mexicana,S,veggie,12
1557,2015-000679,2015-01-11,20:31:02,ital_supr,L,supreme,20.75
1558,2015-000679,2015-01-11,20:31:02,four_cheese,M,veggie,14.75
1559,2015-000679,2015-01-11,20:31:02,brie_carre,S,supreme,23.65
1560,2015-000679,2015-01-11,20:31:02,mediterraneo,L,veggie,20.25
1561,2015-000680,2015-01-11,21:07:30,ckn_pesto,S,chicken,12.75
1562,2015-000680,2015-01-11,21:07:30,sicilian,M,supreme,16.25
1563,2015-000681,2015-01-11,21:29:50,peppr_salami,L,supreme,20.75
1564,2015-000682,2015-01-12,11:38:15,ital_supr,L,supreme,20.75
1565,2015-000683,2015-01-12,11:39:08,ckn_pesto,L,chicken,20.75
1566,2015-000683,2015-01-12,11:39:08,ital_veggie,S,veggie,12.75
1567,2015-000683,2015-01-12,11:39:08,peppr_salami,M,supreme,16.5
1568,2015-000684,2015-01-12,12:01:23,four_cheese,L,veggie,17.95
1569,2015-000685,2015-01-12,12:11:46,soppressata,L,supreme,20.75
1570,2015-000686,2015-01-12,12:13:07,big_meat,S,classic,12
1571,2015-000687,2015-01-12,12:21:09,ital_veggie,M,veggie,16.75
1572,2015-000688,2015-01-12,12:26:41,spinach_supr,M,supreme,16.5
1573,2015-000688,2015-01-12,12:26:41,spicy_ital,L,supreme,20.75
1574,2015-000689,2015-01-12,12:33:22,thai_ckn,L,chicken,20.75
1575,2015-000689,2015-01-12,12:33:22,thai_ckn,M,chicken,16.75
1576,2015-000690,2015-01-12,12:42:10,pepperoni,M,classic,12.5
1577,2015-000691,2015-01-12,12:45:53,bbq_ckn,L,chicken,20.75
1578,2015-000692,2015-01-12,12:53:37,ital_veggie,M,veggie,16.75
1579,2015-000692,2015-01-12,12:53:37,cali_ckn,M,chicken,16.75
1580,2015-000693,2015-01-12,13:04:24,big_meat,S,classic,12
1581,2015-000693,2015-01-12,13:04:24,ital_cpcllo,S,classic,12
1582,2015-000693,2015-01-12,13:04:24,bbq_ckn,L,chicken,20.75
1583,2015-000693,2015-01-12,13:04:24,green_garden,M,veggie,16
1584,2015-000694,2015-01-12,13:30:47,pep_msh_pep,M,classic,14.5
1585,2015-000694,2015-01-12,13:30:47,pepperoni,L,classic,15.25
1586,2015-000694,2015-01-12,13:30:47,ital_veggie,L,veggie,21
1587,2015-000695,2015-01-12,13:33:06,southw_ckn,S,chicken,12.75
1588,2015-000696,2015-01-12,13:49:40,spicy_ital,S,supreme,12.5
1589,2015-000696,2015-01-12,13:49:40,prsc_argla,M,supreme,16.5
1590,2015-000697,2015-01-12,13:58:56,spin_pesto,S,veggie,12.5
1591,2015-000697,2015-01-12,13:58:56,classic_dlx,M,classic,16
1592,2015-000698,2015-01-12,14:08:16,thai_ckn,L,chicken,20.75
1593,2015-000698,2015-01-12,14:08:16,pep_msh_pep,L,classic,17.5
1594,2015-000698,2015-01-12,14:08:16,big_meat,S,classic,12
1595,2015-000699,2015-01-12,14:27:03,pepperoni,S,classic,9.75
1596,2015-000700,2015-01-12,14:31:13,brie_carre,S,supreme,23.65
1597,2015-000700,2015-01-12,14:31:13,sicilian,S,supreme,12.25
1598,2015-000700,2015-01-12,14:31:13,ital_cpcllo,L,classic,20.5
1599,2015-000700,2015-01-12,14:31:13,ckn_pesto,S,chicken,12.75
1600,2015-000700,2015-01-12,14:31:13,peppr_salami,S,supreme,12.5
1601,2015-000701,2015-01-12,14:33:39,prsc_argla,S,supreme,12.5
1602,2015-000701,2015-01-12,14:33:39,hawaiian,S,classic,10.5
1603,2015-000702,2015-01-12,14:38:35,bbq_ckn,S,chicken,12.75
1604,2015-000702,2015-01-12,14:38:35,sicilian,S,supreme,12.25
1605,2015-000703,2015-01-12,15:08:01,peppr_salami,S,supreme,12.5
1606,2015-000704,2015-01-12,15:28:25,calabrese,M,supreme,16.25
1607,2015-000704,2015-01-12,15:28:25,mediterraneo,L,veggie,20.25
1608,2015-000705,2015-01-12,15:31:00,green_garden,S,veggie,12
1609,2015-000705,2015-01-12,15:31:00,southw_ckn,M,chicken,16.75
1610,2015-000705,2015-01-12,15:31:00,ital_supr,M,supreme,16.5
1611,2015-000706,2015-01-12,15:39:04,cali_ckn,S,chicken,12.75
1612,2015-000706,2015-01-12,15:39:04,napolitana,L,classic,20.5
1613,2015-000707,2015-01-12,15:41:32,bbq_ckn,M,chicken,16.75
1614,2015-000707,2015-01-12,15:41:32,southw_ckn,L,chicken,20.75
1615,2015-000707,2015-01-12,15:41:32,peppr_salami,L,supreme,20.75
1616,2015-000708,2015-01-12,15:52:44,four_cheese,L,veggie,17.95
1617,2015-000709,2015-01-12,15:53:56,bbq_ckn,S,chicken,12.75
1618,2015-000710,2015-01-12,15:59:52,the_greek,XL,classic,25.5
1619,2015-000710,2015-01-12,15:59:52,the_greek,S,classic,12
1620,2015-000710,2015-01-12,15:59:52,hawaiian,L,classic,16.5
1621,2015-000710,2015-01-12,15:59:52,southw_ckn,L,chicken,20.75
1622,2015-000711,2015-01-12,16:21:10,mexicana,L,veggie,20.25
1623,2015-000711,2015-01-12,16:21:10,ckn_alfredo,M,chicken,16.75
1624,2015-000711,2015-01-12,16:21:10,pep_msh_pep,M,classic,14.5
1625,2015-000711,2015-01-12,16:21:10,sicilian,L,supreme,20.25
1626,2015-000712,2015-01-12,16:22:18,ital_veggie,L,veggie,21
1627,2015-000713,2015-01-12,16:31:56,mediterraneo,S,veggie,12
1628,2015-000713,2015-01-12,16:31:56,five_cheese,L,veggie,18.5
1629,2015-000714,2015-01-12,16:55:08,classic_dlx,M,classic,16
1630,2015-000714,2015-01-12,16:55:08,hawaiian,L,classic,16.5
1631,2015-000714,2015-01-12,16:55:08,hawaiian,S,classic,10.5
1632,2015-000714,2015-01-12,16:55:08,ital_cpcllo,L,classic,20.5
1633,2015-000715,2015-01-12,17:05:33,spinach_fet,M,veggie,16
1634,2015-000715,2015-01-12,17:05:33,pepperoni,M,classic,12.5
1635,2015-000715,2015-01-12,17:05:33,peppr_salami,M,supreme,16.5
1636,2015-000716,2015-01-12,17:06:05,big_meat,S,classic,12
1637,2015-000717,2015-01-12,17:24:44,southw_ckn,L,chicken,20.75
1638,2015-000717,2015-01-12,17:24:44,bbq_ckn,M,chicken,16.75
1639,2015-000718,2015-01-12,17:46:30,southw_ckn,L,chicken,20.75
1640,2015-000718,2015-01-12,17:46:30,cali_ckn,M,chicken,16.75
1641,2015-000719,2015-01-12,17:52:27,mexicana,S,veggie,12
1642,2015-000719,2015-01-12,17:52:27,bbq_ckn,L,chicken,20.75
1643,2015-000720,2015-01-12,17:53:59,sicilian,M,supreme,16.25
1644,2015-000720,2015-01-12,17:53:59,pep_msh_pep,M,classic,14.5
1645,2015-000720,2015-01-12,17:53:59,napolitana,L,classic,20.5
1646,2015-000720,2015-01-12,17:53:59,green_garden,M,veggie,16
1647,2015-000721,2015-01-12,18:17:15,spicy_ital,L,supreme,20.75
1648,2015-000721,2015-01-12,18:17:15,classic_dlx,S,classic,12
1649,2015-000722,2015-01-12,18:20:58,napolitana,L,classic,20.5
1650,2015-000722,2015-01-12,18:20:58,spin_pesto,S,veggie,12.5
1651,2015-000723,2015-01-12,18:21:04,pepperoni,S,classic,9.75
1652,2015-000723,2015-01-12,18:21:04,bbq_ckn,L,chicken,20.75
1653,2015-000724,2015-01-12,18:24:47,green_garden,M,veggie,16
1654,2015-000724,2015-01-12,18:24:47,southw_ckn,L,chicken,20.75
1655,2015-000724,2015-01-12,18:24:47,big_meat,S,classic,12
1656,2015-000724,2015-01-12,18:24:47,southw_ckn,L,chicken,20.75
1657,2015-000725,2015-01-12,18:33:14,big_meat,S,classic,12
1658,2015-000725,2015-01-12,18:33:14,the_greek,XL,classic,25.5
1659,2015-000725,2015-01-12,18:33:14,mexicana,S,veggie,12
1660,2015-000725,2015-01-12,18:33:14,thai_ckn,L,chicken,20.75
1661,2015-000726,2015-01-12,18:34:25,sicilian,S,supreme,12.25
1662,2015-000727,2015-01-12,18:44:57,sicilian,S,supreme,12.25
1663,2015-000728,2015-01-12,18:53:17,thai_ckn,S,chicken,12.75
1664,2015-000728,2015-01-12,18:53:17,southw_ckn,M,chicken,16.75
1665,2015-000728,2015-01-12,18:53:17,the_greek,M,classic,16
1666,2015-000729,2015-01-12,19:20:41,sicilian,S,supreme,12.25
1667,2015-000729,2015-01-12,19:20:41,classic_dlx,M,classic,16
1668,2015-000729,2015-01-12,19:20:41,hawaiian,L,classic,16.5
1669,2015-000730,2015-01-12,19:22:00,ital_supr,M,supreme,16.5
1670,2015-000731,2015-01-12,19:27:47,veggie_veg,S,veggie,12
1671,2015-000731,2015-01-12,19:27:47,sicilian,M,supreme,16.25
1672,2015-000732,2015-01-12,19:30:17,spinach_fet,L,veggie,20.25
1673,2015-000733,2015-01-12,19:57:36,pepperoni,S,classic,9.75
1674,2015-000733,2015-01-12,19:57:36,cali_ckn,S,chicken,12.75
1675,2015-000733,2015-01-12,19:57:36,ital_cpcllo,L,classic,20.5
1676,2015-000733,2015-01-12,19:57:36,thai_ckn,L,chicken,20.75
1677,2015-000734,2015-01-12,20:00:30,pepperoni,S,classic,9.75
1678,2015-000735,2015-01-12,20:35:34,pep_msh_pep,S,classic,11
1679,2015-000735,2015-01-12,20:35:34,pep_msh_pep,M,classic,14.5
1680,2015-000735,2015-01-12,20:35:34,ckn_pesto,S,chicken,12.75
1681,2015-000736,2015-01-12,21:35:14,five_cheese,L,veggie,18.5
1682,2015-000736,2015-01-12,21:35:14,veggie_veg,S,veggie,12
1683,2015-000737,2015-01-13,11:31:34,bbq_ckn,M,chicken,16.75
1684,2015-000737,2015-01-13,11:31:34,thai_ckn,M,chicken,16.75
1685,2015-000738,2015-01-13,12:16:47,southw_ckn,M,chicken,16.75
1686,2015-000739,2015-01-13,12:19:38,big_meat,S,classic,12
1687,2015-000740,2015-01-13,12:29:51,spinach_fet,M,veggie,16
1688,2015-000740,2015-01-13,12:29:51,ital_cpcllo,L,classic,20.5
1689,2015-000740,2015-01-13,12:29:51,ital_supr,M,supreme,16.5
1690,2015-000740,2015-01-13,12:29:51,prsc_argla,M,supreme,16.5
1691,2015-000740,2015-01-13,12:29:51,cali_ckn,M,chicken,16.75
1692,2015-000740,2015-01-13,12:29:51,ckn_pesto,L,chicken,20.75
1693,2015-000740,2015-01-13,12:29:51,napolitana,L,classic,20.5
1694,2015-000740,2015-01-13,12:29:51,the_greek,XL,classic,25.5
1695,2015-000740,2015-01-13,12:29:51,sicilian,L,supreme,20.25
1696,2015-000740,2015-01-13,12:29:51,five_cheese,L,veggie,18.5
1697,2015-000740,2015-01-13,12:29:51,four_cheese,L,veggie,17.95
1698,2015-000740,2015-01-13,12:29:51,five_cheese,L,veggie,18.5
1699,2015-000740,2015-01-13,12:29:51,spinach_fet,S,veggie,12
1700,2015-000740,2015-01-13,12:29:51,ital_cpcllo,L,classic,20.5
1701,2015-000740,2015-01-13,12:29:51,spinach_fet,L,veggie,20.25
1702,2015-000741,2015-01-13,12:49:09,napolitana,M,classic,16
1703,2015-000742,2015-01-13,12:53:01,bbq_ckn,L,chicken,20.75
1704,2015-000743,2015-01-13,13:08:32,napolitana,L,classic,20.5
1705,2015-000744,2015-01-13,13:34:48,peppr_salami,M,supreme,16.5
1706,2015-000745,2015-01-13,13:36:53,four_cheese,M,veggie,14.75
1707,2015-000745,2015-01-13,13:36:53,the_greek,M,classic,16
1708,2015-000745,2015-01-13,13:36:53,bbq_ckn,L,chicken,20.75
1709,2015-000745,2015-01-13,13:36:53,napolitana,L,classic,20.5
1710,2015-000745,2015-01-13,13:36:53,mediterraneo,M,veggie,16
1711,2015-000745,2015-01-13,13:36:53,cali_ckn,M,chicken,16.75
1712,2015-000745,2015-01-13,13:36:53,classic_dlx,M,classic,16
1713,2015-000746,2015-01-13,13:41:13,spicy_ital,L,supreme,20.75
1714,2015-000746,2015-01-13,13:41:13,veggie_veg,M,veggie,16
1715,2015-000747,2015-01-13,14:15:02,sicilian,S,supreme,12.25
1716,2015-000747,2015-01-13,14:15:02,spicy_ital,L,supreme,20.75
1717,2015-000747,2015-01-13,14:15:02,mexicana,L,veggie,20.25
1718,2015-000748,2015-01-13,14:27:31,five_cheese,L,veggie,18.5
1719,2015-000749,2015-01-13,14:29:23,pepperoni,M,classic,12.5
1720,2015-000750,2015-01-13,14:48:09,pep_msh_pep,M,classic,14.5
1721,2015-000751,2015-01-13,15:07:35,veggie_veg,M,veggie,16
1722,2015-000751,2015-01-13,15:07:35,napolitana,S,classic,12
1723,2015-000751,2015-01-13,15:07:35,calabrese,L,supreme,20.25
1724,2015-000751,2015-01-13,15:07:35,hawaiian,S,classic,10.5
1725,2015-000752,2015-01-13,15:19:25,hawaiian,S,classic,10.5
1726,2015-000752,2015-01-13,15:19:25,soppressata,S,supreme,12.5
1727,2015-000753,2015-01-13,15:22:11,green_garden,S,veggie,12
1728,2015-000753,2015-01-13,15:22:11,prsc_argla,L,supreme,20.75
1729,2015-000753,2015-01-13,15:22:11,hawaiian,S,classic,10.5
1730,2015-000753,2015-01-13,15:22:11,ital_supr,M,supreme,16.5
1731,2015-000754,2015-01-13,15:47:56,pep_msh_pep,M,classic,14.5
1732,2015-000754,2015-01-13,15:47:56,southw_ckn,L,chicken,20.75
1733,2015-000755,2015-01-13,15:50:49,bbq_ckn,M,chicken,16.75
1734,2015-000755,2015-01-13,15:50:49,four_cheese,M,veggie,14.75
1735,2015-000756,2015-01-13,15:55:11,veggie_veg,S,veggie,12
1736,2015-000756,2015-01-13,15:55:11,ckn_pesto,S,chicken,12.75
1737,2015-000756,2015-01-13,15:55:11,spin_pesto,M,veggie,16.5
1738,2015-000757,2015-01-13,16:10:34,napolitana,L,classic,20.5
1739,2015-000757,2015-01-13,16:10:34,veggie_veg,M,veggie,16
1740,2015-000757,2015-01-13,16:10:34,spicy_ital,L,supreme,20.75
1741,2015-000757,2015-01-13,16:10:34,pepperoni,M,classic,12.5
1742,2015-000758,2015-01-13,16:14:43,four_cheese,M,veggie,14.75
1743,2015-000758,2015-01-13,16:14:43,prsc_argla,S,supreme,12.5
1744,2015-000759,2015-01-13,16:14:56,calabrese,L,supreme,20.25
1745,2015-000760,2015-01-13,16:27:40,cali_ckn,S,chicken,12.75
1746,2015-000761,2015-01-13,16:30:20,soppressata,M,supreme,16.5
1747,2015-000761,2015-01-13,16:30:20,sicilian,S,supreme,12.25
1748,2015-000762,2015-01-13,16:36:36,soppressata,L,supreme,20.75
1749,2015-000762,2015-01-13,16:36:36,thai_ckn,L,chicken,20.75
1750,2015-000762,2015-01-13,16:36:36,ital_cpcllo,L,classic,20.5
1751,2015-000762,2015-01-13,16:36:36,the_greek,XL,classic,25.5
1752,2015-000763,2015-01-13,16:38:57,classic_dlx,M,classic,16
1753,2015-000764,2015-01-13,16:39:39,the_greek,XL,classic,25.5
1754,2015-000764,2015-01-13,16:39:39,ital_supr,M,supreme,16.5
1755,2015-000765,2015-01-13,17:11:41,cali_ckn,S,chicken,12.75
1756,2015-000765,2015-01-13,17:11:41,ital_cpcllo,L,classic,20.5
1757,2015-000765,2015-01-13,17:11:41,peppr_salami,S,supreme,12.5
1758,2015-000765,2015-01-13,17:11:41,sicilian,S,supreme,12.25
1759,2015-000766,2015-01-13,17:21:45,ital_veggie,S,veggie,12.75
1760,2015-000766,2015-01-13,17:21:45,southw_ckn,L,chicken,20.75
1761,2015-000766,2015-01-13,17:21:45,mexicana,M,veggie,16
1762,2015-000767,2015-01-13,17:21:48,classic_dlx,L,classic,20.5
1763,2015-000768,2015-01-13,17:23:34,brie_carre,S,supreme,23.65
1764,2015-000769,2015-01-13,17:43:17,four_cheese,M,veggie,14.75
1765,2015-000770,2015-01-13,17:44:13,sicilian,S,supreme,12.25
1766,2015-000770,2015-01-13,17:44:13,peppr_salami,L,supreme,20.75
1767,2015-000771,2015-01-13,17:59:32,sicilian,S,supreme,12.25
1768,2015-000771,2015-01-13,17:59:32,cali_ckn,M,chicken,16.75
1769,2015-000772,2015-01-13,18:07:59,ital_veggie,M,veggie,16.75
1770,2015-000773,2015-01-13,18:18:15,classic_dlx,M,classic,16
1771,2015-000773,2015-01-13,18:18:15,pep_msh_pep,L,classic,17.5
1772,2015-000774,2015-01-13,18:31:07,ckn_pesto,L,chicken,20.75
1773,2015-000774,2015-01-13,18:31:07,spinach_fet,S,veggie,12
1774,2015-000775,2015-01-13,18:42:12,pep_msh_pep,S,classic,11
1775,2015-000775,2015-01-13,18:42:12,five_cheese,L,veggie,18.5
1776,2015-000775,2015-01-13,18:42:12,prsc_argla,M,supreme,16.5
1777,2015-000775,2015-01-13,18:42:12,bbq_ckn,L,chicken,20.75
1778,2015-000776,2015-01-13,18:50:43,spinach_fet,S,veggie,12
1779,2015-000776,2015-01-13,18:50:43,thai_ckn,L,chicken,20.75
1780,2015-000776,2015-01-13,18:50:43,thai_ckn,L,chicken,20.75
1781,2015-000777,2015-01-13,19:10:20,the_greek,M,classic,16
1782,2015-000777,2015-01-13,19:10:20,bbq_ckn,L,chicken,20.75
1783,2015-000778,2015-01-13,19:18:08,southw_ckn,M,chicken,16.75
1784,2015-000778,2015-01-13,19:18:08,prsc_argla,M,supreme,16.5
1785,2015-000778,2015-01-13,19:18:08,ital_supr,M,supreme,16.5
1786,2015-000778,2015-01-13,19:18:08,four_cheese,M,veggie,14.75
1787,2015-000779,2015-01-13,19:19:58,ital_supr,M,supreme,16.5
1788,2015-000779,2015-01-13,19:19:58,classic_dlx,M,classic,16
1789,2015-000779,2015-01-13,19:19:58,ital_cpcllo,M,classic,16
1790,2015-000779,2015-01-13,19:19:58,ital_supr,L,supreme,20.75
1791,2015-000780,2015-01-13,20:12:49,ital_cpcllo,L,classic,20.5
1792,2015-000780,2015-01-13,20:12:49,big_meat,S,classic,12
1793,2015-000781,2015-01-13,20:31:17,ital_cpcllo,L,classic,20.5
1794,2015-000781,2015-01-13,20:31:17,southw_ckn,L,chicken,20.75
1795,2015-000781,2015-01-13,20:31:17,southw_ckn,M,chicken,16.75
1796,2015-000781,2015-01-13,20:31:17,veggie_veg,L,veggie,20.25
1797,2015-000782,2015-01-13,20:36:27,thai_ckn,L,chicken,20.75
1798,2015-000782,2015-01-13,20:36:27,calabrese,L,supreme,20.25
1799,2015-000783,2015-01-13,21:17:08,veggie_veg,M,veggie,16
1800,2015-000783,2015-01-13,21:17:08,thai_ckn,L,chicken,20.75
1801,2015-000783,2015-01-13,21:17:08,spinach_fet,M,veggie,16
1802,2015-000784,2015-01-13,21:39:41,napolitana,M,classic,16
1803,2015-000785,2015-01-14,11:28:44,hawaiian,L,classic,16.5
1804,2015-000785,2015-01-14,11:28:44,southw_ckn,L,chicken,20.75
1805,2015-000786,2015-01-14,11:35:30,five_cheese,L,veggie,18.5
1806,2015-000787,2015-01-14,11:45:30,cali_ckn,M,chicken,16.75
1807,2015-000787,2015-01-14,11:45:30,spicy_ital,L,supreme,20.75
1808,2015-000788,2015-01-14,11:46:19,sicilian,S,supreme,12.25
1809,2015-000789,2015-01-14,11:51:37,spinach_fet,L,veggie,20.25
1810,2015-000790,2015-01-14,12:07:30,spinach_supr,L,supreme,20.75
1811,2015-000790,2015-01-14,12:07:30,five_cheese,L,veggie,18.5
1812,2015-000791,2015-01-14,12:23:54,thai_ckn,M,chicken,16.75
1813,2015-000791,2015-01-14,12:23:54,pepperoni,S,classic,9.75
1814,2015-000792,2015-01-14,12:37:48,prsc_argla,S,supreme,12.5
1815,2015-000792,2015-01-14,12:37:48,veggie_veg,M,veggie,16
1816,2015-000792,2015-01-14,12:37:48,ckn_alfredo,M,chicken,16.75
1817,2015-000792,2015-01-14,12:37:48,spin_pesto,L,veggie,20.75
1818,2015-000792,2015-01-14,12:37:48,four_cheese,L,veggie,17.95
1819,2015-000792,2015-01-14,12:37:48,spin_pesto,L,veggie,20.75
1820,2015-000792,2015-01-14,12:37:48,mexicana,L,veggie,20.25
1821,2015-000792,2015-01-14,12:37:48,ital_veggie,M,veggie,16.75
1822,2015-000793,2015-01-14,12:38:27,prsc_argla,L,supreme,20.75
1823,2015-000794,2015-01-14,12:39:16,napolitana,M,classic,16
1824,2015-000795,2015-01-14,12:42:17,five_cheese,L,veggie,18.5
1825,2015-000796,2015-01-14,12:43:09,mexicana,M,veggie,16
1826,2015-000797,2015-01-14,12:50:01,peppr_salami,M,supreme,16.5
1827,2015-000797,2015-01-14,12:50:01,veggie_veg,M,veggie,16
1828,2015-000797,2015-01-14,12:50:01,prsc_argla,M,supreme,16.5
1829,2015-000798,2015-01-14,12:50:30,spinach_fet,M,veggie,16
1830,2015-000798,2015-01-14,12:50:30,soppressata,S,supreme,12.5
1831,2015-000798,2015-01-14,12:50:30,green_garden,S,veggie,12
1832,2015-000798,2015-01-14,12:50:30,five_cheese,L,veggie,18.5
1833,2015-000799,2015-01-14,12:51:29,pep_msh_pep,S,classic,11
1834,2015-000799,2015-01-14,12:51:29,thai_ckn,M,chicken,16.75
1835,2015-000799,2015-01-14,12:51:29,ital_supr,M,supreme,16.5
1836,2015-000800,2015-01-14,12:54:35,calabrese,L,supreme,20.25
1837,2015-000800,2015-01-14,12:54:35,southw_ckn,S,chicken,12.75
1838,2015-000800,2015-01-14,12:54:35,spicy_ital,L,supreme,20.75
1839,2015-000800,2015-01-14,12:54:35,ital_veggie,S,veggie,12.75
1840,2015-000800,2015-01-14,12:54:35,napolitana,S,classic,12
1841,2015-000800,2015-01-14,12:54:35,hawaiian,S,classic,10.5
1842,2015-000800,2015-01-14,12:54:35,southw_ckn,S,chicken,12.75
1843,2015-000800,2015-01-14,12:54:35,calabrese,L,supreme,20.25
1844,2015-000801,2015-01-14,13:10:53,sicilian,S,supreme,12.25
1845,2015-000801,2015-01-14,13:10:53,spin_pesto,L,veggie,20.75
1846,2015-000801,2015-01-14,13:10:53,southw_ckn,L,chicken,20.75
1847,2015-000801,2015-01-14,13:10:53,ital_supr,M,supreme,16.5
1848,2015-000801,2015-01-14,13:10:53,bbq_ckn,M,chicken,16.75
1849,2015-000801,2015-01-14,13:10:53,southw_ckn,S,chicken,12.75
1850,2015-000801,2015-01-14,13:10:53,napolitana,L,classic,20.5
1851,2015-000801,2015-01-14,13:10:53,thai_ckn,L,chicken,20.75
1852,2015-000801,2015-01-14,13:10:53,classic_dlx,S,classic,12
1853,2015-000801,2015-01-14,13:10:53,sicilian,L,supreme,20.25
1854,2015-000801,2015-01-14,13:10:53,classic_dlx,L,classic,20.5
1855,2015-000801,2015-01-14,13:10:53,sicilian,S,supreme,12.25
1856,2015-000801,2015-01-14,13:10:53,spinach_supr,L,supreme,20.75
1857,2015-000802,2015-01-14,13:23:47,hawaiian,S,classic,10.5
1858,2015-000802,2015-01-14,13:23:47,ckn_alfredo,S,chicken,12.75
1859,2015-000803,2015-01-14,13:37:51,ital_supr,M,supreme,16.5
1860,2015-000804,2015-01-14,13:42:01,prsc_argla,S,supreme,12.5
1861,2015-000805,2015-01-14,14:07:52,big_meat,S,classic,12
1862,2015-000805,2015-01-14,14:07:52,four_cheese,M,veggie,14.75
1863,2015-000806,2015-01-14,14:12:22,bbq_ckn,L,chicken,20.75
1864,2015-000807,2015-01-14,14:15:29,big_meat,S,classic,12
1865,2015-000808,2015-01-14,14:15:32,peppr_salami,L,supreme,20.75
1866,2015-000808,2015-01-14,14:15:32,peppr_salami,L,supreme,20.75
1867,2015-000809,2015-01-14,14:26:17,hawaiian,S,classic,10.5
1868,2015-000810,2015-01-14,14:48:30,ital_veggie,M,veggie,16.75
1869,2015-000811,2015-01-14,14:48:56,veggie_veg,M,veggie,16
1870,2015-000812,2015-01-14,15:37:45,calabrese,S,supreme,12.25
1871,2015-000812,2015-01-14,15:37:45,pep_msh_pep,M,classic,14.5
1872,2015-000813,2015-01-14,16:09:29,cali_ckn,S,chicken,12.75
1873,2015-000813,2015-01-14,16:09:29,southw_ckn,L,chicken,20.75
1874,2015-000814,2015-01-14,16:21:23,classic_dlx,S,classic,12
1875,2015-000814,2015-01-14,16:21:23,veggie_veg,L,veggie,20.25
1876,2015-000815,2015-01-14,16:38:00,napolitana,L,classic,20.5
1877,2015-000816,2015-01-14,17:04:08,veggie_veg,L,veggie,20.25
1878,2015-000816,2015-01-14,17:04:08,southw_ckn,L,chicken,20.75
1879,2015-000817,2015-01-14,17:10:38,southw_ckn,L,chicken,20.75
1880,2015-000817,2015-01-14,17:10:38,thai_ckn,L,chicken,20.75
1881,2015-000817,2015-01-14,17:10:38,pepperoni,M,classic,12.5
1882,2015-000817,2015-01-14,17:10:38,classic_dlx,S,classic,12
1883,2015-000818,2015-01-14,17:15:50,sicilian,S,supreme,12.25
1884,2015-000818,2015-01-14,17:15:50,sicilian,L,supreme,20.25
1885,2015-000818,2015-01-14,17:15:50,pep_msh_pep,S,classic,11
1886,2015-000819,2015-01-14,17:21:39,bbq_ckn,M,chicken,16.75
1887,2015-000819,2015-01-14,17:21:39,sicilian,S,supreme,12.25
1888,2015-000820,2015-01-14,17:24:09,spinach_supr,L,supreme,20.75
1889,2015-000820,2015-01-14,17:24:09,southw_ckn,L,chicken,20.75
1890,2015-000821,2015-01-14,17:37:26,five_cheese,L,veggie,18.5
1891,2015-000822,2015-01-14,17:38:53,the_greek,XL,classic,25.5
1892,2015-000823,2015-01-14,17:42:17,the_greek,L,classic,20.5
1893,2015-000823,2015-01-14,17:42:17,bbq_ckn,M,chicken,16.75
1894,2015-000823,2015-01-14,17:42:17,cali_ckn,M,chicken,16.75
1895,2015-000824,2015-01-14,17:53:41,cali_ckn,L,chicken,20.75
1896,2015-000824,2015-01-14,17:53:41,ital_supr,S,supreme,12.5
